row_id	label	notes	repo	member	comment	member_source
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxExpirationMonitorService.java#TxExpirationMonitorService.SETTLE_BUFFER_BLOCKS	consistent	The comment's "At finalization depth" buffer matches the declaration `BigInteger.valueOf(BLOCKS_UNTIL_FINALIZED)`; the remaining claims are about the settling logic, and none is contradicted.	ravina	TxExpirationMonitorService.SETTLE_BUFFER_BLOCKS	A missing signature settles as "never landed" only once the confirmed block height is this far past the transaction's `lastValidBlockHeight`. A history-searching nil is still one node's view. A false verdict makes the caller re-sign and re-execute instructions that may have landed — so the gate is chain progress, which is monotonic and immune to poll scheduling, rather than a count of correlated polls. At finalization depth, every block that could contain the transaction is finalized, so a node still answering nil has searched settled history. That argument binds the height reading to the nil, which is why each pass reads both from the same balanced client. The pairing is best-effort, though: one client is one URL, and a provider may balance that URL across backends of differing lag — the buffer, not the co-located read, is what carries the argument, so it must not be trimmed on the strength of the pairing.  If the confirmed height stalls — a cluster halt — pending futures wait rather than settle: the transaction's fate is unknowable mid-halt, and a false "never landed" would re-execute it after the restart; the gate opens within this many blocks of the chain resuming. Callers needing a bounded wait can `orTimeout` the returned future.	  private static final BigInteger SETTLE_BUFFER_BLOCKS = BigInteger.valueOf(BLOCKS_UNTIL_FINALIZED);
ravina#ravina-solana/src/main/java/software/sava/services/solana/transactions/TxMonitorService.java#TxMonitorService.createService(ChainItemFormatter, RpcCaller, EpochInfoService, WebSocketManager, Duration, Duration, TxPublisher, Duration, int, NanoClock)	not_checkable	Whether "transactionPublisher may be null" holds is decided in the delegate `new TxCommitmentMonitorService(...)`; this body only forwards the argument and shows no null handling either way.	ravina	TxMonitorService.createService(ChainItemFormatter, RpcCaller, EpochInfoService, WebSocketManager, Duration, Duration, TxPublisher, Duration, int, NanoClock)	If you do not intend to use the retry functionality transactionPublisher may be null.	  static TxMonitorService createService(final ChainItemFormatter formatter,                                         final RpcCaller rpcCaller,                                         final EpochInfoService epochInfoService,                                         final WebSocketManager webSocketManager,                                         final Duration minSleepBetweenSigStatusPolling,                                         final Duration webSocketConfirmationTimeout,                                         final TxPublisher transactionPublisher,                                         final Duration retrySendDelay,                                         final int minBlocksRemainingToResend,                                         final NanoClock clock) {     return new TxCommitmentMonitorService(         formatter,         rpcCaller,         epochInfoService,         webSocketManager,         minSleepBetweenSigStatusPolling,         webSocketConfirmationTimeout,         transactionPublisher,         retrySendDelay,         minBlocksRemainingToResend,         clock     );   }
ravina#ravina-solana/src/main/java/software/sava/services/solana/websocket/WebSocketManager.java#WebSocketManager.checkConnection()	not_checkable	The body is only `webSocket();`, so lazy creation, backoff-gated wake-ups and the post-close no-op all live in the delegated method, not in the code shown.	ravina	WebSocketManager.checkConnection()	Lazily creates the managed websocket and starts its first connection attempt. Later calls are idempotent manual wake-ups: they start a retry only when its [Backoff] deadline is due. The factories without an explicit clock also schedule that wake automatically; the explicit clock overload is deliberately polling-only so its clock and wake-ups stay in one caller- controlled time domain. A no-op after close.	  default void checkConnection() {     webSocket();   }
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.MAX_PERMITTED_DATA_LENGTH	consistent	"(10 MiB)" matches `MAX_PERMITTED_DATA_LENGTH = 10L * 1024 * 1024;`.	sava	Rent.MAX_PERMITTED_DATA_LENGTH	Maximum <METHOD> in Solana's rent calculation (10 MiB).	  static final long MAX_PERMITTED_DATA_LENGTH = 10L * 1024 * 1024;
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.minimumBalance(long)	consistent	The code has the claimed exact integer paths — `if (exemptionThreshold == 1.0)` and `if (exemptionThreshold == 2.0)` returning integer products — plus the dataLength validation, and returns a lamport rent-exempt minimum.	sava	Rent.minimumBalance(long)	<METHOD> in lamports for an account with `dataLength` bytes of data to be rent exempt. This follows the current `solana-rent` validation and uses its exact integer paths for exemption thresholds `1.0` and `2.0`.	  public long minimumBalance(final long dataLength) {     if (dataLength < 0 || dataLength > MAX_PERMITTED_DATA_LENGTH) {       throw new IllegalArgumentException("Maximum permitted data length exceeded: " + dataLength);     }     if (exemptionThreshold == 1.0) {       validateLamportsPerByte(SIMD0194_MAX_LAMPORTS_PER_BYTE);       return (ACCOUNT_STORAGE_OVERHEAD + dataLength) * lamportsPerByteYear;     }     if (exemptionThreshold == 2.0) {       validateLamportsPerByte(CURRENT_MAX_LAMPORTS_PER_BYTE);       return 2 * (ACCOUNT_STORAGE_OVERHEAD + dataLength) * lamportsPerByteYear;     }     // Rust multiplies in u64 first, then widens that raw unsigned value to f64. A Java     // long with its high bit set must therefore be widened as an unsigned magnitude,     // not converted to a negative double.     final long rawLamports = (ACCOUNT_STORAGE_OVERHEAD + dataLength) * lamportsPerByteYear;     final double lamports = (double) (rawLamports & Long.MAX_VALUE)         + ((rawLamports >>> 63) * 0x1.0p63);     return saturatingUInt64(lamports * exemptionThreshold);   }
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.MULTISIG_BYTES	not_checkable	Code is only `static final int MULTISIG_BYTES = 355;` — the claims (`Multisig::LEN` in interface/src/state.rs; that such a buffer 'cannot be told apart from an extended mint') concern Rust upstream and other readers, nothing verifiable in the bare value.	sava	Token2022.MULTISIG_BYTES	`Multisig::LEN` — interface/src/state.rs. A multisig is never extensible, so a buffer of exactly this length cannot be told apart from an extended mint or token account.	  static final int MULTISIG_BYTES = 355;
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.adjustLengthForMultisig(int)	consistent	`return length == MULTISIG_BYTES ? length + Short.BYTES : length;` matches 'lands exactly on the multisig length is allocated one extra, empty type word ... the two bytes' (Short.BYTES == 2).	sava	Token2022.adjustLengthForMultisig(int)	`adjust_len_for_multisig` — interface/src/extension/mod.rs. An account whose extensions would land it exactly on the multisig length is allocated one extra, empty type word, because a buffer of that length is not readable as an extended account at all. Readers stop at the zero word, so the two bytes cost nothing but the space.	  static int adjustLengthForMultisig(final int length) {     return length == MULTISIG_BYTES ? length + Short.BYTES : length;   }
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.padLengthForMultisig(byte[], int, int)	consistent	`if (written != MULTISIG_BYTES) return written;` then `ByteUtil.putInt16LE(data, offset + written, 0); return written + Short.BYTES;` is exactly 'writes the empty type word ... Returns the total including it'.	sava	Token2022.padLengthForMultisig(byte[], int, int)	Writes the empty type word `adjustLengthForMultisig` reserves, when the bytes written so far land on the multisig length. Returns the total including it.	  static int padLengthForMultisig(final byte[] data, final int offset, final int written) {     if (written != MULTISIG_BYTES) {       return written;     }     ByteUtil.putInt16LE(data, offset + written, 0);     return written + Short.BYTES;   }
sava#sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java#ConfidentialTransferAccount.PENDING_BALANCE_LO_BIT_LENGTH	not_checkable	`public static final int PENDING_BALANCE_LO_BIT_LENGTH = 16;` shows only a literal; that 16 is the 'bit length of the low bits of pending balance plaintext' is a fact about the confidential-transfer format, not about the shown code.	sava	ConfidentialTransferAccount.PENDING_BALANCE_LO_BIT_LENGTH	Bit length of the low bits of pending balance plaintext	  public static final int PENDING_BALANCE_LO_BIT_LENGTH = 16;
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.MAX_OPTIONS	consistent	The comment enumerates exactly three alternatives ('itself, its opposite case, and one leet substitution') and the code is `int MAX_OPTIONS = 3;`.	sava	Subsequence.MAX_OPTIONS	Most alternatives a single character can expand to: itself, its opposite case, and one leet substitution.	  int MAX_OPTIONS = 3;
sava#sava-core/src/main/java/software/sava/core/borsh/Borsh.java#Borsh.getBytes(String)	consistent	`return str == null || str.isBlank() ? null : encodeString(str);` matches 'Returns null for a null or blank value; otherwise returns its UTF-8 bytes'.	sava	Borsh.getBytes(String)	Returns {@code null} for a null or blank value; otherwise returns its UTF-8 bytes.	  static byte[] getBytes(final String str) {     return str == null || str.isBlank() ? null : encodeString(str);   }
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.checkField(byte[], int, int)	consistent	`if (byteSize <= 0) throw new IllegalArgumentException(...)` plus `Objects.checkFromIndexSize(offset, byteSize, data.length)` rejects exactly 'a bad width or a short buffer' before any data access.	sava	ByteUtil.checkField(byte[], int, int)	Rejects a field these methods cannot address before any of them touches `data`, so a bad width or a short buffer is one diagnosis rather than whichever low-level failure the loop happens to hit — and, for the writers, so an out-of-range field cannot leave a half-written value behind.	  private static void checkField(final byte[] data, final int offset, final int byteSize) {     if (byteSize <= 0) {       throw new IllegalArgumentException("byteSize must be positive: " + byteSize);     }     Objects.checkFromIndexSize(offset, byteSize, data.length);   }
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getIntLE(byte[], int, int)	consistent	The loop `for (int i = 0, o = offset + (byteSize - 1); i < be.length; ++i, --o) be[i] = data[o];` then `new BigInteger(be)` reads the byteSize-byte field little-endian as a signed two's-complement value, as claimed.	sava	ByteUtil.getIntLE(byte[], int, int)	Reads the `byteSize` byte field at `offset` as a little-endian two's-complement signed integer — the read side of putIntLE.  Named widths are covered by getInt128LE and getInt256LE; this is the escape hatch for the ones that are not, such as the `u192` fixed-point decimals some Rust programs carry, and the only reason it takes a width at all.	  public static BigInteger getIntLE(final byte[] data, final int offset, final int byteSize) {     checkField(data, offset, byteSize);     final byte[] be = new byte[byteSize];     for (int i = 0, o = offset + (byteSize - 1); i < be.length; ++i, --o) {       be[i] = data[o];     }     return new BigInteger(be);   }
